OBJECTID,Shape,COMPKEY,ELMNTKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,MEASDIST,RECEIPT_NBR,PANDD_NBR,PANDD_NBR_START,MODEL,PAIDAREA,SUBAREA,SIDE,CONDITION,OWNERSHIP,CURRENT_STATUS,PERSO_NBR,PAY_BY_PHONE,WIRELESS_CARRIER,MODEM,CARD_READER,CATEGORY,PS_CONFIGURATION,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,WKD_RATE1,WKD_START1,WKD_END1,WKD_RATE2,WKD_START2,WKD_END2,WKD_RATE3,WKD_START3,WKD_END3,SAT_RATE1,SAT_START1,SAT_END1,SAT_RATE2,SAT_START2,SAT_END2,SAT_RATE3,SAT_START3,SAT_END3,SUN_RATE1,SUN_START1,SUN_END1,SUN_RATE2,SUN_START2,SUN_END2,SUN_RATE3,SUN_START3,SUN_END3,START_TIME_WKD,END_TIME_WKD,START_TIME_SAT,END_TIME_SAT,START_TIME_SUN,END_TIME_SUN,PEAK_HOUR,SHAPE_LNG,SHAPE_LAT
1191,"(47.59836926000003, -122.33102263899997)",527508,88629,109,20597,138,30,PSL-A016,PSL,S KING ST 0020 BLOCK N SIDE ( 107) 107 FT E/O 2ND AVE S (S5-02-20)                                                                                                                                                                                             ,107,A016,1016002,1016,MS1,Pioneer Square,Edge,N,GOOD,SDOT,INSVC,1410,86902,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.331022640596004,47.598369259422697
1192,"(47.61090001200006, -122.34296939199999)",526054,58633,109,13309,58,25,PSL-B072,PSL,VIRGINIA ST 0009 BLOCK NW SIDE (  58) 58 FT NE/O POST AL (20-00-86)                                                                                                                                                                                            ,58,B072,2072002,2072,MS1,Belltown,South,NW,GOOD,SDOT,INSVC,1354,86900,T-MOBILE,3G, ,DISPLAY,13767,DISTRICT7, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.342969392756004,47.610900010975399
1193,"(47.658819761000075, -122.31767093899998)",526133,57898,109,12596,165,-24,PSL-L146,PSL,ROOSEVELT WAY NE 0420 BLOCK E SIDE ( 148) 148 FT N/O NE 42ND N ST (NERW-42-34)                                                                                                                                                                                 ,148,L146,12146004,12146,STELIO,University District,Edge,E,GOOD,SDOT,INSVC,1737,87948,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,1,480,659,1,660,1079,,,,1,480,659,1,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.317670940949,47.658819760281403
1194,"(47.601114677000055, -122.33014962499999)",527645,27394,109,4514,220,29,PSL-A114,PSL,3RD AVE S 0010 BLOCK E SIDE ( 186) 186 FT S/O YESLER WAY (S03-01-14)                                                                                                                                                                                           ,186,A114,1114002,1114,MS1,Pioneer Square,Edge,E,GOOD,SDOT,INSVC,1410,87486,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.330149625836,47.601114675898792
1195,"(47.614742308000075, -122.31670807499995)",516472,24570,109,1546,233,-34,PSL-G542,PSL,12TH AVE 0150 BLOCK E SIDE ( 209) 209 FT N/O E PIKE ST (E12-15-14)                                                                                                                                                                                             ,209,G542,7542002,7542,MS1,Pike-Pine,,E,GOOD,SDOT,INSVC,2192_3.0,87374,T-MOBILE,3G, ,DISPLAY,14210,DISTRICT3, ,N,,2.5,480,659,3,660,1019,3.5,1020,1199,2.5,480,659,3,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.316708075935011,47.614742306904098
1196,"(47.59878678000007, -122.33432737999999)",527531,69085,109,1188,153,-34,PSL-A035,PSL,1ST AVE S 0040 BLOCK W SIDE ( 133) 133 FT S/O S JACKSON ST (S01-04-11)                                                                                                                                                                                         ,133,A035,1035302,1035,MS1,Pioneer Square,Edge,W,GOOD,SDOT,INSVC,1730,86197,T-MOBILE,3G, ,DISPLAY,12997,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM,-122.334327381250006,47.598786778757699
1197,"(47.60486523000003, -122.33838577799997)",527703,80829,109,12857,106,26,PSL-B019,PSL,SPRING ST 0006 BLOCK NW SIDE ( 106) 106 FT NE/O ALASKAN E RDWY WAY (11-00-06)                                                                                                                                                                                  ,106,B019,2019002,2019,MS1,Commercial Core,Waterfront,NW,GOOD,SDOT,INSVC,1667,87256,T-MOBILE,3G, ,DISPLAY,14730,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.338385779874002,47.604865228261694
1198,"(47.597850967000056, -122.33404146699996)",527532,46410,109,1189,161,37,PSL-A047,PSL,1ST AVE S 0050 BLOCK E SIDE ( 142) 142 FT S/O S KING ST (S01-05-08)                                                                                                                                                                                            ,142,A047,1047002,1047,MS1,Pioneer Square,Edge,E,GOOD,SDOT,INSVC,1410,86160,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.334041468180004,47.597850966132199
1199,"(47.604164823000076, -122.33866108899997)",526990,8830,109,8720,150,-26,PSL-B100,PSL,ALASKAN WAY 0100 BLOCK NE SIDE ( 128) 128 FT NW/O MADISON ST (OA-10-08/14)                                                                                                                                                                                     ,128,B100,2100004,2100,MS1,Commercial Core,Waterfront,NE,GOOD,SDOT,INSVC,1651,86909,T-MOBILE,3G, ,DISPLAY,13238,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.338661090773996,47.604164821974699
1200,"(47.60437246500004, -122.33682022199997)",527701,56902,109,11580,139,-24.5,PSL-B015,PSL,MADISON ST 0007 BLOCK SE SIDE ( 116) 116 FT NE/O WESTERN AVE (10-00-53)                                                                                                                                                                                        ,116,B015,2015002,2015,MS1,Commercial Core,Waterfront,SE,GOOD,SDOT,INSVC,1331,86555,T-MOBILE,3G, ,DISPLAY,14728,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.336820223582009,47.604372464122001
1201,"(47.60412609100007, -122.33890827999994)",527827,8829,109,8720,171,33,PSL-B098,PSL,ALASKAN WAY 0100 BLOCK SW SIDE ( 171) 171 FT NW/O MADISON ST (OA-10-15)                                                                                                                                                                                        ,171,B098,2098004,2098,MS1,Commercial Core,Waterfront,SW,GOOD,SDOT,INSVC,1651,86802,T-MOBILE,3G, ,DISPLAY,13238,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.338908280592008,47.604126090640101
1202,"(47.600366920000056, -122.33430522599997)",527500,1217,109,1186,189,-30,PSL-A009,PSL,1ST AVE S 0020 BLOCK W SIDE ( 173) 173 FT S/O S WASHINGTON ST (S01-02-15)                                                                                                                                                                                      ,173,A009,1009302,1009,MS1,Pioneer Square,Core,W,GOOD,SDOT,INSVC,1661,86193,T-MOBILE,3G, ,DISPLAY,12980,DISTRICT7, ,N,,3,480,659,4.5,660,1079,,,,3,480,659,4.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM,-122.334305227444005,47.600366919093098
1203,"(47.60862055500007, -122.32284421999998)",526879,11866,109,11870,92,-22,PSL-H069,PSL,MINOR AVE 0080 BLOCK NE SIDE (  92) 92 FT NW/O COLUMBIA ST (MR-08-06)                                                                                                                                                                                          ,92,H069,8069002,8069,MS1,First Hill,,NE,GOOD,SDOT,INSVC,1331,87184,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.322844222119002,47.608620553741495
1204,"(47.59837500200007, -122.33476533899994)",526672,20833,109,20593,158,30,PSL-A025,PSL,S KING ST 0006 BLOCK N SIDE ( 158) 158 FT E/O ALASKAN E RDWY WAY S (S5-00-66)                                                                                                                                                                                  ,158,A025,1025002,1025,MS1,Pioneer Square,Edge,N,GOOD,SDOT,INSVC,1410,86556,T-MOBILE,3G,M500,DISPLAY,12978,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.334765340715009,47.5983750006816
1205,"(47.609549222000055, -122.34261291599995)",527695,13517,109,13505,153,29,PSL-B032,PSL,WESTERN AVE 0160 BLOCK SW SIDE ( 153) 153 FT NW/O PINE ST (OW-19-13)                                                                                                                                                                                           ,153,B032,2032002,2032,STELIO,Belltown,South,SW,GOOD,SDOT,INSVC,1354,86385,ATT,3G,M500,DISPLAY,13767,DISTRICT7, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.342612916972001,47.6095492212024
1206,"(47.66102319600003, -122.31324975899997)",527297,81209,109,13221,448.5,28,PSL-L048,PSL,UNIVERSITY WAY NE 0430 BLOCK W SIDE ( 428) 428 FT N/O NE 43RD ST (NEUW-43-41)                                                                                                                                                                                  ,428,L048,12048002,12048,STELIO,University District,Core,W,GOOD,SDOT,INSVC,1354,88107,ATT,3G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313249760333008,47.661023195066697
1207,"(47.608741301000066, -122.34161872099997)",527694,81477,109,13504,184,30,PSL-B029,PSL,WESTERN AVE 0150 BLOCK SW SIDE ( 184) 184 FT NW/O PIKE ST (OW-15-11)                                                                                                                                                                                           ,184,B029,2029002,2029,MS1,Commercial Core,Waterfront,SW,GOOD,SDOT,INSVC,1331,86965,T-MOBILE,3G, ,DISPLAY,14728,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.341618722413003,47.608741300163999
1208,"(47.60240514900005, -122.33208790299994)",527642,33734,109,11050,110,-25,PSL-A081,PSL,JAMES ST 0020 BLOCK SE SIDE (  81) 81 FT NE/O 2ND AVE (6-02-05)                                                                                                                                                                                                ,81,A081,1081002,1081,MS1,Pioneer Square,Core,SE,GOOD,SDOT,INSVC,1652,87943,T-MOBILE,3G, ,DISPLAY,12977,DISTRICT7, ,N,,3,480,659,4.5,660,1079,,,,3,480,659,4.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.332087903642005,47.602405147502495
1209,"(47.60688484600007, -122.33989211299996)",527692,13513,109,13502,236,24,PSL-B024,PSL,WESTERN AVE 0130 BLOCK SW SIDE ( 224) 224 FT NW/O UNIVERSITY ST (OW-13-17)                                                                                                                                                                                     ,224,B024,2024002,2024,MS1,Commercial Core,Waterfront,SW,GOOD,SDOT,INSVC,1331,86917,T-MOBILE,3G, ,DISPLAY,14728,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.339892113787016,47.606884845532598
1210,"(47.621203509000054, -122.33418467599995)",519478,55638,109,10347,133,-21,PSL-U350,PSL,FAIRVIEW AVE N 0030 BLOCK E SIDE ( 120) 120 FT N/O THOMAS ST (NFV-03-10)                                                                                                                                                                                       ,120,U350,19350010,19350,STRADA,South Lake Union,South,E,GOOD,SDOT,INSVC,2160,87680,T-MOBILE,2G,M900,DISPLAY,14465,DISTRICT7, ,N,,2.5,480,659,2.5,660,1079,,,,2.5,480,659,2.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,4-6PM,-122.334184676801002,47.621203508144703
1211,"(47.60686185600008, -122.33960884099997)",527689,13514,109,13502,192,-31,PSL-B026,PSL,WESTERN AVE 0130 BLOCK NE SIDE ( 192) 192 FT NW/O UNIVERSITY ST (OW-13-12/14)                                                                                                                                                                                  ,192,B026,2026002,2026,MS1,Commercial Core,Waterfront,NE,GOOD,SDOT,INSVC,1331,86812,T-MOBILE,3G, ,DISPLAY,14728,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.339608842135007,47.606861854977097
1212,"(47.60080819900003, -122.33339399299996)",527494,43906,109,21489,195,-27,PSL-A001,PSL,S WASHINGTON ST 0010 BLOCK S SIDE ( 169) 169 FT E/O 1ST AVE S (S2-01-15)                                                                                                                                                                                       ,169,A001,1001002,1001,MS1,Pioneer Square,Core,S,GOOD,SDOT,INSVC,1652,86839,T-MOBILE,3G, ,DISPLAY,12977,DISTRICT7, ,N,,3,480,659,4.5,660,1079,,,,3,480,659,4.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.333393994313013,47.600808198327002
1213,"(47.60606635800008, -122.33918103699995)",527688,36101,109,13501,196,32,PSL-B023,PSL,WESTERN AVE 0120 BLOCK SW SIDE ( 180) 180 FT NW/O SENECA ST (OW-12-13)                                                                                                                                                                                         ,180,B023,2023002,2023,MS1,Commercial Core,Waterfront,SW,GOOD,SDOT,INSVC,1331,86927,T-MOBILE,3G, ,DISPLAY,14728,DISTRICT7, ,N,,4,480,659,4.5,660,1019,4,1020,1199,4,480,659,4.5,660,1019,4,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.339181038673999,47.606066357270002
1214,"(47.65677958400005, -122.31371655799995)",525957,84654,109,16756,170,-22,PSL-L082,PSL,NE 41ST ST 0130 BLOCK S SIDE ( 159) 159 FT E/O BROOKLYN AVE NE (NE41-13-15)                                                                                                                                                                                    ,159,L082,12082002,12082,STELIO,University District,Core,S,GOOD,SDOT,INSVC,1354,87105,T-MOBILE,2G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313716560057017,47.656779582876098
1215,"(47.598274633000074, -122.32341171699994)",527668,20846,109,20601,85,-27,PSL-M021,PSL,S KING ST 0070 BLOCK S SIDE (  64) 64 FT E/O 7TH AVE S (S5-07-05)                                                                                                                                                                                              ,64,M021,13021002,13021,MS1,Chinatown/ID,Core,S,GOOD,SDOT,INSVC,2293,87221,T-MOBILE,3G, ,DISPLAY,13010,DISTRICT2, ,N,,2,480,659,4,660,1019,2.5,1020,1199,2,480,659,4,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.323411718333006,47.598274631738697
1216,"(47.60367784500005, -122.33139842999998)",527637,77550,109,9661,177,-26,PSL-D084,PSL,CHERRY ST 0030 BLOCK SE SIDE ( 155) 155 FT NE/O 3RD AVE (7-03-13)                                                                                                                                                                                              ,155,D084,4084002,4084,MS1,Commercial Core,Financial,SE,GOOD,SDOT,INSVC,1331,87463,T-MOBILE,3G, ,DISPLAY,14688,DISTRICT7, ,N,,4,480,659,4.5,660,1019,3.5,1020,1199,4,480,659,4.5,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.331398431734002,47.603677843965301
1217,"(47.600796950000074, -122.33492477299995)",527498,21766,109,21488,149,-32,PSL-A008,PSL,S WASHINGTON ST 0006 BLOCK S SIDE ( 159) 159 FT E/O ALASKAN E RDWY WAY S (S2-00-63)                                                                                                                                                                            ,159,A008,1008002,1008,MS1,Pioneer Square,Edge,S,GOOD,SDOT,INSVC,1410,87191,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.334924774270007,47.600796949385597
1218,"(47.60966960800005, -122.33942233199997)",526596,47969,109,2758,187,35,PSL-E029,PSL,2ND AVE 0150 BLOCK SW SIDE ( 180) 180 FT NW/O PIKE ST (02-15-13)                                                                                                                                                                                               ,180,E029,5029502,5029,MS1,Commercial Core,Retail,SW,GOOD,SDOT,INSVC,1650,86933,T-MOBILE,3G, ,DISPLAY,14399,DISTRICT7, ,N,,3.5,480,659,4,660,1019,3.5,1020,1199,3.5,480,659,4,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,6-9AM 3-7PM,-122.339422333186008,47.609669607480399
1219,"(47.59972138100005, -122.33406047899996)",527528,69082,109,1187,118,31,PSL-A090,PSL,1ST AVE S 0030 BLOCK E SIDE (  95) 95 FT S/O S MAIN ST (S01-03-06)                                                                                                                                                                                             ,95,A090,1090002,1090,MS1,Pioneer Square,Core,E,GOOD,SDOT,INSVC,1661,86156,T-MOBILE,3G, ,DISPLAY,12980,DISTRICT7, ,N,,3,480,659,4.5,660,1079,,,,3,480,659,4.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM,-122.334060480567004,47.599721380424796
1220,"(47.60095044800005, -122.33491198799999)",527497,21765,109,21488,152,24,PSL-A007,PSL,S WASHINGTON ST 0006 BLOCK N SIDE ( 170) 170 FT E/O ALASKAN E RDWY WAY S (S2-00-62)                                                                                                                                                                            ,170,A007,1007002,1007,MS1,Pioneer Square,Edge,N,GOOD,SDOT,INSVC,1410,86456,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.334911989093001,47.600950447768497
1221,"(47.60199344800003, -122.32900753399997)",527644,6166,109,6119,72,-29,PSL-A084,PSL,4TH AVE 0040 BLOCK NE SIDE (  72) 72 FT NW/O 4TH AVE S (04-04-06)                                                                                                                                                                                              ,72,A084,1084502,1084,MS1,Pioneer Square,Edge,NE,GOOD,SDOT,INSVC,1729,87504,T-MOBILE,3G, ,DISPLAY,12981,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM 3-7PM,-122.329007535213009,47.601993446703801
1222,"(47.660141174000046, -122.31304967599999)",527290,81210,109,13221,127,-27,PSL-L045,PSL,UNIVERSITY WAY NE 0430 BLOCK E SIDE ( 108) 108 FT N/O NE 43RD ST (NEUW-43-06)                                                                                                                                                                                  ,108,L045,12045002,12045,STELIO,University District,Core,E,GOOD,SDOT,INSVC,1354,87960,T-MOBILE,2G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313049677058004,47.660141172571997
1223,"(47.61681279600003, -122.31831022899996)",525872,24413,109,1384,143,31,PSL-F503,PSL,11TH AVE 0170 BLOCK W SIDE ( 143) 143 FT N/O E OLIVE ST (E11-17-23)                                                                                                                                                                                            ,143,F503,6503004,6503,MS1,Capitol Hill,South,W,GOOD,SDOT,INSVC,1351,86683,T-MOBILE,3G, ,DISPLAY,12976,DISTRICT3, ,N,,2,480,659,2.5,660,1019,3.5,1020,1199,2,480,659,2.5,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.318310230497005,47.616812794850894
1224,"(47.63246817500004, -122.34052226099999)",527484,120527,109,13551,1,-26,PSL-T008,PSL,WESTLAKE EAST RDWY AVE N 0150 BLOCK E SIDE (   0) 0 FT N/O GALER ST (NXE4-15-01)                                                                                                                                                                               ,0,T008,18008007,18008,EVO,Westlake Ave N,,E,GOOD,SDOT,INSVC,2413,88166,T-MOBILE,3G,M900,SPACE,,DISTRICT7, ,N,,1,540,659,1,660,959,,,,,,,,,,,,,,,,,,,,,,09AM,04PM,,,,,,-122.34052226269101,47.632468173583199
1225,"(47.598207666000064, -122.33115647399995)",527509,88630,109,20597,105,-29,PSL-A015,PSL,S KING ST 0020 BLOCK S SIDE ( 105) 105 FT E/O 2ND AVE S (S5-02-07)                                                                                                                                                                                             ,105,A015,1015002,1015,MS1,Pioneer Square,Edge,S,GOOD,SDOT,INSVC,1410,86429,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.331156475365006,47.598207664805393
1226,"(47.615992024000036, -122.31829702499999)",525877,24409,109,1383,270,31,PSL-F502,PSL,11TH AVE 0160 BLOCK W SIDE ( 243) 243 FT N/O E PINE ST (E11-16-31)                                                                                                                                                                                             ,243,F502,6502004,6502,MS1,Capitol Hill,South,W,GOOD,SDOT,INSVC,1351,86689,T-MOBILE,3G, ,DISPLAY,12976,DISTRICT3, ,N,,2,480,659,2.5,660,1019,3.5,1020,1199,2,480,659,2.5,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.318297026208,47.615992022781398
1227,"(47.66063480500003, -122.31325994799994)",527292,81209,109,13221,306.5,28,PSL-L047,PSL,UNIVERSITY WAY NE 0430 BLOCK W SIDE ( 286) 286 FT N/O NE 43RD ST (NEUW-43-29)                                                                                                                                                                                  ,286,L047,12047002,12047,STELIO,University District,Core,W,GOOD,SDOT,INSVC,1354,88009,T-MOBILE,2G,M500,DISPLAY,,DISTRICT4, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.313259949234009,47.660634803897999
1228,"(47.60235532000007, -122.33579531699996)",527133,36093,109,13496,264,34,PSL-B009,PSL,WESTERN AVE 0079 BLOCK SW SIDE ( 234) 234 FT NW/O YESLER WAY (OW-06-21)                                                                                                                                                                                        ,234,B009,2009002,2009,MS1,Pioneer Square,Edge,SW,GOOD,SDOT,INSVC,1410,87569,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.335795318725999,47.602355318911002
1229,"(47.60095591000004, -122.32971413999996)",527623,21773,109,21493,137,29,PSL-A064,PSL,S WASHINGTON ST 0030 BLOCK N SIDE ( 117) 117 FT E/O 3RD AVE S (S2-03-08)                                                                                                                                                                                       ,117,A064,1064502,1064,MS1,Pioneer Square,Edge,N,GOOD,SDOT,INSVC,1730,86276,T-MOBILE,3G, ,DISPLAY,12986,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.329714140881009,47.600955909427
1230,"(47.60937527400006, -122.32293850099995)",526784,34309,109,11673,147,32,PSL-H081,PSL,MARION ST 0120 BLOCK NW SIDE ( 133) 133 FT NE/O MINOR AVE (9-12-12)                                                                                                                                                                                            ,133,H081,8081002,8081,MS1,First Hill,,NW,GOOD,SDOT,INSVC,1331,86204,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.322938502759001,47.609375273253796
1231,"(47.59333955500006, -122.334031117)",527576,69098,109,1200,855.5,40,PSL-A083,PSL,1ST AVE S 0080 BLOCK E SIDE ( 840) 840 FT S/O RAILROAD S WAY S (S01-08-72)                                                                                                                                                                                     ,840,A083,1083002,1083,MS1,Pioneer Square,Edge,E,GOOD,SDOT,INSVC,1410,87574,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.334031117774003,47.593339554070297
1232,"(47.61461866900004, -122.32349731199997)",526088,77317,109,9374,201,22,PSL-G505,PSL,BOYLSTON AVE 0150 BLOCK W SIDE ( 168) 168 FT N/O E PIKE ST (BN-15-13)                                                                                                                                                                                          ,168,G505,7505002,7505,MS1,Pike-Pine,,W,GOOD,SDOT,INSVC,2192_3.0,87493,T-MOBILE,3G, ,DISPLAY,14210,DISTRICT3, ,N,,2.5,480,659,3,660,1019,3.5,1020,1199,2.5,480,659,3,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.323497313126012,47.614618667513497
1233,"(47.61607404000006, -122.33702481299997)",516297,76194,109,8284,165,-27,PSL-J364,PSL,8TH AVE 0200 BLOCK NE SIDE ( 147) 147 FT NW/O VIRGINIA ST (08-20-10)                                                                                                                                                                                           ,147,J364,10364002,10364,MS1,Denny Triangle,South,NE,GOOD,SDOT,INSVC,2192_3.0,87012,T-MOBILE,3G, ,DISPLAY,14040,DISTRICT7, ,N,,3.5,480,659,3.5,660,1019,3,1020,1199,3.5,480,659,3.5,660,1019,3,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.337024813617006,47.616074039234299
1234,"(47.60275887300003, -122.33275762799997)",527918,47958,109,2749,172,-37,PSL-A133,PSL,2ND AVE 0060 BLOCK NE SIDE ( 157) 157 FT NW/O JAMES ST (02-06-12)                                                                                                                                                                                              ,157,A133,1133002,1133,MS1,Pioneer Square,Core,NE,GOOD,SDOT,INSVC,1660,87512,T-MOBILE,3G, ,DISPLAY,13000,DISTRICT7, ,N,,3,480,659,4.5,660,1079,,,,3,480,659,4.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM 3-7PM,-122.332757629203002,47.602758871415197
1235,"(47.61351343200005, -122.34255100699994)",527479,49650,109,4388,150,-37,PSL-J340,PSL,3RD AVE 0210 BLOCK NE SIDE ( 128) 128 FT NW/O LENORA ST (03-21-8/10T)                                                                                                                                                                                          ,128,J340,10340002,10340,MS1,Belltown,South,NE,GOOD,SDOT,INSVC,1354,86616,T-MOBILE,3G, ,DISPLAY,13767,DISTRICT7, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.342551007695008,47.613513430751198
1236,"(47.611812877000034, -122.34210613899995)",527274,70745,109,2761,85,35.5,PSL-J195,PSL,2ND AVE 0200 BLOCK SW SIDE (  64) 64 FT NW/O VIRGINIA ST (02-20-05)                                                                                                                                                                                            ,64,J195,10195002,10195,MS1,Belltown,South,SW,GOOD,SDOT,INSVC,1659,86577,T-MOBILE,3G, ,DISPLAY,13765,DISTRICT7, ,N,,2.5,480,659,2.5,660,1019,2.5,1020,1199,2.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,6-9AM 3-7PM,-122.342106140612998,47.611812876383802
